City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
477,Ylivieska,FI,64.0833,24.55,78.89,59,86,2.21,overcast clouds
478,Dubovskoye,RU,47.4092,42.7575,72.93,35,16,4.59,few clouds
479,Horodnytsya,UA,50.807,27.3168,70.43,56,34,8.5,scattered clouds
480,Komsomolskiy,UZ,40.4272,71.7189,90.32,29,0,4.61,clear sky
481,Nizwa,OM,22.9333,57.5333,89.98,61,100,2.46,overcast clouds
482,San Pablo,PH,14.0669,121.3258,76.91,94,100,2.51,overcast clouds
483,Jhargram,IN,22.45,86.9833,82.65,82,100,7.99,overcast clouds
484,Celestun,MX,20.8667,-90.4,88.32,58,1,5.1,clear sky
485,Tlaltenango,MX,19.1667,-98.3333,74.89,33,32,4.54,scattered clouds
486,Conde,BR,-7.2597,-34.9075,76.46,94,75,8.05,broken clouds
487,Lengshuijiang,CN,27.6881,111.4294,79.93,84,83,2.48,broken clouds
488,Mathbaria,BD,22.2876,89.9593,82.04,87,100,4.88,overcast clouds
489,Aksarka,RU,66.5606,67.7975,48.22,67,8,7.65,clear sky
490,Guarapari,BR,-20.6667,-40.4975,75.88,68,22,7.63,few clouds
491,Yakeshi,CN,49.2833,120.7333,64.8,75,8,2.84,clear sky
492,Namatanai,PG,-3.6667,152.4333,78.73,81,37,5.99,light rain
493,Yar-Sale,RU,66.8333,70.8333,46.29,80,100,5.82,overcast clouds
494,Polunochnoye,RU,60.8697,60.4153,58.12,68,89,2.1,overcast clouds
495,Jacareacanga,BR,-6.2222,-57.7528,99.1,26,27,2.8,scattered clouds
496,Metro,ID,-5.1131,105.3067,74.39,93,85,4.03,overcast clouds
497,George Town,MY,5.4112,100.3354,83.89,89,20,3.44,few clouds
498,Amga,RU,60.8953,131.9608,63.7,81,3,2.51,clear sky
499,Shingu,JP,33.7333,135.9833,77.77,94,64,3.49,broken clouds
500,Samarai,PG,-10.6167,150.6667,79.41,82,2,8.12,clear sky
501,Khovu-Aksy,RU,51.1333,93.6,58.8,47,99,3.53,overcast clouds
502,Coihaique,CL,-45.5752,-72.0662,33.75,93,75,3.44,broken clouds
503,Atar,MR,20.5169,-13.0499,104.97,20,43,12.24,scattered clouds
504,Riyadh,SA,24.6877,46.7219,107.74,7,48,12.01,scattered clouds
505,Taian,CN,36.1853,117.12,75.02,75,1,0.27,clear sky
506,Henties Bay,NA,-22.116,14.2845,57.92,81,1,10.6,clear sky
507,Grand-Lahou,CI,5.1367,-5.0242,77.68,64,53,6.82,broken clouds
508,Klyuchi,RU,52.2667,79.1667,73.99,53,100,13.56,overcast clouds
509,Mabaruma,GY,8.2,-59.7833,82.31,84,24,5.06,few clouds
510,Moa,CU,20.6569,-74.9403,87.76,64,18,14.54,few clouds
511,Saint-Joseph,RE,-21.3667,55.6167,65.21,73,45,14.97,scattered clouds
512,Ballina,AU,-28.8667,153.5667,59.04,99,98,21.09,light rain
513,Salta,AR,-24.7859,-65.4117,74.57,38,0,2.3,clear sky
514,Kuliyapitiya,LK,7.4688,80.0401,80.28,91,91,6.44,overcast clouds
515,Williams Lake,CA,52.1415,-122.1445,67.57,48,20,0.0,few clouds
516,Kiruna,SE,67.8557,20.2251,58.12,82,100,6.91,overcast clouds
517,Traverse City,US,44.7631,-85.6206,83.98,48,0,14.43,clear sky
518,Puri,IN,19.8,85.85,82.92,82,100,8.23,overcast clouds
519,Pringsewu,ID,-5.3582,104.9744,73.62,97,93,2.3,overcast clouds
520,Kingori,TZ,-3.2833,36.9833,66.58,60,75,11.5,broken clouds
521,Newport,GB,51.5877,-2.9984,74.12,59,18,6.04,few clouds
522,Imbituba,BR,-28.24,-48.6703,78.1,69,25,18.01,scattered clouds
523,Puqi,CN,29.7167,113.8833,81.5,81,84,5.21,broken clouds
524,Palekh,RU,56.8028,41.8572,59.94,90,45,5.06,scattered clouds
525,Ust-Nera,RU,64.5667,143.2,52.09,85,29,6.49,scattered clouds
526,Katete,UG,-0.7818,29.7544,70.61,44,34,4.0,scattered clouds
527,Khor,RU,47.8861,134.9464,63.01,81,100,7.63,overcast clouds
528,Laguna,US,38.421,-121.4238,91.09,40,0,4.74,clear sky
529,Yuanping,CN,38.7153,112.7575,71.62,63,100,1.77,overcast clouds
530,Lazaro Cardenas,MX,17.9583,-102.2,88.05,64,83,6.55,broken clouds
531,Vardo,NO,70.3705,31.1107,58.98,82,0,6.91,clear sky
532,Panorama,GR,40.5878,23.0315,89.28,36,0,9.22,clear sky
533,Nokaneng,BW,-19.6667,22.2667,69.55,35,90,11.21,overcast clouds
534,Lufilufi,WS,-13.8745,-171.5986,71.38,74,18,19.86,few clouds
535,Olafsvik,IS,64.8945,-23.7142,52.47,77,84,2.39,broken clouds
536,Opuwo,NA,-18.0607,13.84,68.43,21,0,7.7,clear sky
537,Luchegorsk,RU,46.4764,134.2569,61.29,98,27,3.69,scattered clouds
538,Mao,ES,39.8885,4.2658,86.56,51,0,8.05,clear sky
539,Prince George,CA,53.9166,-122.753,67.24,57,20,4.61,few clouds
540,Vilhena,BR,-12.7406,-60.1458,86.22,32,0,13.8,clear sky
541,Nisia Floresta,BR,-6.0911,-35.2086,84.58,75,99,11.16,overcast clouds
542,Salumbar,IN,24.1333,74.05,82.2,79,100,10.0,overcast clouds
543,Liku,ID,-0.7275,119.8922,75.22,91,56,2.48,broken clouds
544,Tuy Hoa,VN,13.0833,109.3,76.44,92,39,4.54,scattered clouds
545,Tapes,BR,-30.6733,-51.3958,66.74,87,100,4.32,overcast clouds
546,Colorado Springs,US,38.8339,-104.8214,86.67,36,4,3.0,clear sky
547,Samfya,ZM,-11.3649,29.5565,72.19,38,64,5.68,broken clouds
548,Kadiri,IN,14.1167,78.1667,82.96,58,100,10.47,overcast clouds
549,Mazamet,FR,43.49,2.373,96.08,30,0,5.75,clear sky
550,Avera,US,33.194,-82.5271,82.38,67,100,11.56,overcast clouds
551,Oyama,JP,36.3,139.8,83.59,90,99,3.87,overcast clouds
552,Hokitika,NZ,-42.7167,170.9667,40.35,71,0,8.05,clear sky
553,Zaysan,KZ,47.4667,84.8667,71.22,34,58,3.85,broken clouds
554,Bangkalan,ID,-7.0455,112.7351,80.55,80,58,3.31,broken clouds
555,Gunjur,GM,13.2019,-16.7339,89.67,74,75,8.05,light rain
556,Jinchang,CN,38.4953,102.1739,59.54,58,6,9.98,clear sky
557,Mainburg,DE,48.65,11.7833,78.22,50,20,4.61,few clouds
558,Half Moon Bay,US,37.4636,-122.4286,76.59,80,100,6.91,mist
559,Puerto Maldonado,PE,-12.6,-69.1833,88.2,51,20,3.44,few clouds
560,Comodoro Rivadavia,AR,-45.8667,-67.5,44.46,42,20,24.16,few clouds
561,Tyukhtet,RU,56.5389,89.3011,57.09,97,100,6.8,overcast clouds
562,Mendoza,AR,-32.8908,-68.8272,60.33,29,0,10.36,clear sky
563,Narnaund,IN,29.2167,76.15,85.82,70,89,4.99,overcast clouds
564,Sundsvall,SE,62.3913,17.3063,73.36,63,0,3.44,clear sky
565,Olinda,BR,-8.0089,-34.8553,74.93,88,75,9.22,broken clouds
566,Seoul,KR,37.5683,126.9778,74.64,88,75,2.3,broken clouds
567,Bilibino,RU,68.0546,166.4372,37.17,63,47,3.33,scattered clouds
568,Neuquen,AR,-38.9516,-68.0591,49.89,46,0,3.44,light rain
569,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,78.17,76,82,12.53,broken clouds
570,Zhanakorgan,KZ,43.9098,67.2495,96.33,15,8,8.72,clear sky
571,Dothan,US,31.2232,-85.3905,90.19,73,75,6.91,broken clouds
572,Ponta Pora,BR,-22.5361,-55.7256,84.11,32,0,6.91,clear sky
573,Maarianhamina,AX,60.0973,19.9348,71.46,78,57,9.22,broken clouds
574,Talnakh,RU,69.4865,88.3972,56.21,87,24,7.36,light rain
575,Tsumeb,NA,-19.2333,17.7167,66.15,18,0,8.14,clear sky
576,Saint-Augustin,CA,51.226,-58.6502,76.93,40,45,11.3,scattered clouds
577,Yekepa,LR,7.5753,-8.5419,77.22,72,94,1.68,overcast clouds
578,Taonan,CN,45.3333,122.7833,72.45,69,13,5.1,few clouds
579,Juneau,US,58.3019,-134.4197,54.84,98,100,11.5,mist
580,Roma,US,43.2128,-75.4557,88.66,59,5,4.0,clear sky
581,Ancud,CL,-41.8697,-73.8203,41.23,82,100,13.13,light rain
582,Zbarazh,UA,49.6636,25.7762,70.48,50,8,7.63,clear sky
583,Faya,SA,18.3851,42.4509,69.91,53,96,5.93,overcast clouds
584,Kasama,ZM,-10.2129,31.1808,64.38,47,43,5.41,scattered clouds
585,Bud,US,39.447,-86.1758,87.31,55,0,8.95,clear sky
586,Guanare,VE,9.0418,-69.7421,71.62,100,46,2.3,scattered clouds
587,San Policarpo,PH,12.1791,125.5072,82.02,79,8,4.65,clear sky
588,Basco,PH,20.4487,121.9702,85.26,80,8,13.6,clear sky
589,Linjiang,CN,41.8069,126.9078,65.08,98,100,1.72,light rain
590,Whitehorse,CA,60.7161,-135.0538,50.09,71,75,13.8,broken clouds
591,Sokolskoye,RU,57.1412,43.1589,63.12,82,73,5.97,broken clouds
592,Sterling,US,39.0062,-77.4286,94.14,62,100,13.0,overcast clouds
593,Kachiry,KZ,53.0675,76.1036,65.93,57,35,8.81,scattered clouds
594,Kalaleh,IR,37.3807,55.4916,91.0,52,0,6.91,clear sky
595,Keuruu,FI,62.2667,24.7,82.8,57,71,4.47,broken clouds
596,Romny,UA,50.751,33.4747,63.16,89,89,13.4,light rain
597,Pangkalanbuun,ID,-2.6833,111.6167,73.98,99,56,1.99,broken clouds
598,Soyo,AO,-6.1349,12.3689,71.24,85,59,11.07,broken clouds
599,Kabalo,CD,-6.05,26.9167,83.39,35,81,4.9,broken clouds
600,Petropavl,KZ,54.8753,69.1628,59.4,85,14,12.06,few clouds
601,Elliot,ZA,-31.3333,27.85,48.25,60,9,1.83,clear sky
602,Gold Coast,AU,-28.0,153.4333,61.25,96,75,27.63,moderate rain
603,Arlit,NE,18.7369,7.3853,104.56,9,2,10.4,clear sky
604,Wattegama,LK,6.7989,81.4808,76.17,90,90,6.67,overcast clouds
605,Kvarkeno,RU,52.0833,59.725,66.96,53,45,6.06,scattered clouds
606,Ginir,ET,7.1333,40.7,59.29,75,65,6.17,broken clouds
607,Cathedral City,US,33.7797,-116.4653,105.69,18,100,5.99,overcast clouds
608,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,92.88,20,16,7.38,few clouds
609,Vestmanna,FO,62.1564,-7.1664,49.12,100,100,9.22,overcast clouds
610,Taoudenni,ML,22.6783,-3.9836,107.01,17,41,8.1,scattered clouds
611,Severomuysk,RU,56.1481,113.4267,52.81,86,100,2.62,overcast clouds
612,Halifax,CA,44.6453,-63.5724,85.51,72,100,8.05,overcast clouds
613,Ladario,BR,-19.0047,-57.6017,89.89,31,0,12.66,clear sky
614,Bairiki,KI,1.3292,172.9752,80.6,89,75,0.0,light rain
615,Wilmington,US,34.2257,-77.9447,89.01,74,5,5.99,clear sky
616,Berlevag,NO,70.8578,29.0864,66.0,92,100,9.37,light rain
617,Chicama,PE,-7.8447,-79.1469,59.54,61,69,9.28,broken clouds
618,Diamantino,BR,-14.4086,-56.4461,94.78,21,7,8.81,clear sky
619,Talara,PE,-4.5772,-81.2719,68.76,73,0,20.71,clear sky
620,Matay,EG,28.419,30.7792,93.43,18,1,12.8,clear sky
621,Daru,PG,-9.0763,143.2092,76.03,92,72,10.58,broken clouds
622,Ngorongoro,TZ,-3.2397,35.4875,52.09,64,31,7.74,scattered clouds
623,Xam Nua,LA,20.4197,104.0439,67.73,99,94,1.68,overcast clouds
624,Necochea,AR,-38.5473,-58.7368,51.64,39,77,10.87,broken clouds
625,Buba,GW,11.5833,-15.0,78.71,88,100,9.06,moderate rain
626,Kouroussa,GN,10.65,-9.8833,78.76,80,81,6.35,light rain
627,Gemena,CD,3.25,19.7667,72.79,96,81,0.34,broken clouds
628,Sasina,BA,44.7987,16.739,93.18,36,1,0.96,clear sky
629,Maragogi,BR,-9.0122,-35.2225,77.81,78,78,12.28,broken clouds
630,Buritizeiro,BR,-17.3511,-44.9622,84.83,26,0,7.27,clear sky
631,Chabahar,IR,25.2919,60.643,83.82,78,68,8.48,broken clouds
632,Christchurch,NZ,-43.5333,172.6333,41.32,75,75,6.91,broken clouds
633,Neijiang,CN,29.5835,105.0622,76.28,95,96,7.81,overcast clouds
634,Hobyo,SO,5.3505,48.5268,76.41,81,81,26.62,broken clouds
635,Ngunguru,NZ,-35.6167,174.5,51.67,83,26,11.52,scattered clouds
636,Enshi,CN,30.3,109.4833,73.98,97,96,0.6,overcast clouds
637,Simao,CN,22.7886,100.9748,65.93,97,99,2.01,overcast clouds
638,Gubkinskiy,RU,64.434,76.5026,48.25,79,75,9.66,broken clouds
639,Santa Cecilia,BR,-26.9608,-50.4269,71.31,52,31,3.44,scattered clouds
640,Phalodi,IN,27.1333,72.3667,89.74,60,86,18.5,overcast clouds
641,Tukrah,LY,32.5341,20.5791,79.57,60,0,14.12,clear sky
642,Soe,ID,-9.8607,124.284,61.92,94,41,3.62,scattered clouds
643,Fairbanks,US,64.8378,-147.7164,57.31,73,100,3.4,overcast clouds
644,Arcachon,FR,44.5875,-1.0519,90.41,45,0,12.66,clear sky
645,Liepaja,LV,56.5419,21.0367,76.98,61,0,5.75,clear sky
646,Berbera,SO,10.4396,45.0143,94.28,36,24,24.83,few clouds
647,Batagay-Alyta,RU,67.8006,130.4114,45.79,86,99,1.66,overcast clouds
648,Sola,VU,-13.8833,167.55,80.6,79,11,18.9,few clouds
649,Moose Factory,CA,51.2585,-80.6094,60.8,94,100,13.8,mist
650,Badarganj,BD,25.674,89.0549,81.95,87,100,6.24,overcast clouds
651,Nigel,ZA,-26.4314,28.4771,55.38,46,87,2.89,overcast clouds
652,Lima,PE,-12.0432,-77.0282,67.89,71,100,9.22,overcast clouds
653,Sonoita,MX,31.85,-112.8333,94.95,27,85,5.26,overcast clouds
654,Aljezur,PT,37.3191,-8.8033,75.85,64,74,12.46,broken clouds
655,Buchanan,LR,5.8808,-10.0467,77.83,71,97,10.47,overcast clouds
656,Lamu,KE,-2.2717,40.902,75.06,82,5,19.01,clear sky
657,Nadym,RU,65.5333,72.5167,48.81,67,100,7.34,overcast clouds
658,Abu Samrah,SY,35.3029,37.1841,84.47,31,0,15.08,clear sky
659,Kalemie,CD,-5.9475,29.1947,73.45,59,7,5.41,clear sky
660,Yaan,NG,7.3833,8.5667,76.84,79,85,6.15,overcast clouds
661,Kysyl-Syr,RU,63.8986,122.7617,60.85,98,100,7.58,overcast clouds
662,Camabatela,AO,-8.1881,15.375,75.97,34,89,1.9,overcast clouds
663,Zhadovka,RU,53.5746,46.9498,59.58,93,100,9.71,light rain
664,Tazovskiy,RU,67.4667,78.7,44.04,86,100,3.85,overcast clouds
665,Edendale,ZA,-29.6528,30.3147,57.87,88,59,2.48,broken clouds
666,Moberly,US,39.4184,-92.4382,87.78,51,0,7.0,clear sky
667,Peterborough,GB,52.5736,-0.2478,70.9,53,87,8.32,overcast clouds
668,Sitrah,BH,26.1547,50.6206,100.62,72,47,14.97,scattered clouds
669,Kiambu,KE,-1.1667,36.8333,65.79,53,75,5.75,broken clouds
670,Ibra,OM,22.6906,58.5334,90.09,55,100,6.17,light rain
671,Nome,US,64.5011,-165.4064,46.17,97,100,3.24,overcast clouds
672,Aguascalientes,MX,21.8833,-102.3,83.17,18,5,5.55,clear sky
673,Mehriz,IR,31.5917,54.4318,91.9,14,0,4.45,clear sky
674,Derzhavinsk,KZ,51.1,66.3167,68.68,48,9,11.23,clear sky
675,Omboue,GA,-1.5746,9.2618,74.8,80,66,10.2,broken clouds
676,Muroto,JP,33.2833,134.15,79.83,89,9,10.38,clear sky
677,Leua,SK,48.2156,18.6071,95.5,18,11,4.43,few clouds
678,Monroe,US,43.1501,-77.6831,84.58,67,45,7.0,scattered clouds
679,Kangalassy,RU,62.3464,129.9628,64.33,77,44,2.64,scattered clouds
680,Eureka,US,40.8021,-124.1637,58.19,87,73,1.01,broken clouds
681,Okhotsk,RU,59.3833,143.3,53.04,93,88,2.17,overcast clouds
682,Banda Aceh,ID,5.5577,95.3222,81.18,75,100,7.16,overcast clouds
683,Kudahuvadhoo,MV,2.6708,72.8944,81.66,70,100,9.8,overcast clouds
684,The Valley,AI,18.217,-63.0578,86.83,74,40,19.57,scattered clouds
685,Lompoc,US,34.6391,-120.4579,74.84,88,100,5.75,overcast clouds
686,Ingham,US,42.6,-84.3833,86.92,51,0,12.66,clear sky
687,Pasighat,IN,28.0667,95.3333,77.99,92,100,2.55,overcast clouds
688,Zharkent,KZ,44.1628,80.0,78.96,21,0,5.91,clear sky
689,Santa Maria Del Oro,MX,25.9333,-105.3667,87.75,25,9,0.72,clear sky
690,Mandalgovi,MN,45.7625,106.2708,59.31,60,100,8.9,light rain
691,Stepnyak,KZ,52.8339,70.7803,60.93,72,30,8.1,scattered clouds
692,Francistown,BW,-21.17,27.5079,60.64,68,96,6.04,light rain
693,Santiago Del Estero,AR,-27.7951,-64.2615,78.82,44,25,15.14,scattered clouds
694,Mackenzie,CA,55.2999,-123.1698,64.62,45,40,5.75,scattered clouds
695,La Ronge,CA,55.1001,-105.2842,62.82,63,75,23.02,broken clouds
696,Kailua,US,21.4022,-157.7394,76.14,87,100,11.5,light rain
697,Fort Nelson,CA,58.8053,-122.7002,59.94,58,100,9.95,overcast clouds
698,Khorramshahr,IR,30.4397,48.1664,102.15,42,0,12.77,clear sky
699,Vaitape,PF,-16.5167,-151.75,77.18,73,19,12.44,few clouds
700,Tura,IN,25.5198,90.2201,75.78,95,100,3.83,light rain
701,Ola,RU,59.5833,151.2833,57.16,88,91,0.74,overcast clouds
702,Serebryansk,KZ,49.6925,83.2892,58.44,91,100,6.35,overcast clouds
703,Uusikaupunki,FI,60.8004,21.4084,68.7,75,46,12.24,scattered clouds
704,Montana,BG,43.4125,23.225,95.18,18,0,9.24,clear sky
705,Sorland,NO,67.667,12.6934,53.46,91,100,20.11,overcast clouds
706,Brae,GB,60.3964,-1.353,54.19,77,22,11.86,few clouds
707,Thenzawl,IN,23.3167,92.75,70.72,99,100,0.67,overcast clouds
708,San Quintin,MX,30.4833,-115.95,73.81,70,87,10.49,overcast clouds
709,Toyooka,JP,35.5333,134.8333,74.57,96,35,3.87,scattered clouds
710,Penha,BR,-26.7694,-48.6458,70.48,74,46,7.09,scattered clouds
711,Ust-Barguzin,RU,53.45,108.9833,55.44,75,100,4.29,overcast clouds
712,Igrim,RU,63.1906,64.4162,62.65,51,80,6.67,broken clouds
713,Ust-Ilimsk,RU,58.0006,102.6619,57.74,73,61,1.74,broken clouds
714,Douentza,ML,14.9951,-2.9517,94.84,35,29,7.87,scattered clouds
715,Tubmanburg,LR,6.8708,-10.8172,79.56,69,95,6.62,overcast clouds
716,Svetlyy,RU,54.675,20.1347,82.45,53,4,5.97,clear sky
